image,text,text_someone,names,context
1004_Juno_01.17.16.901-01.17.21.031/0011.jpg,"She stands outside the vehicle, looking emotionally and physically exhausted.","She stands outside the vehicle, looking emotionally and physically exhausted.",,"At his feet, he finds the note she left.
Vanessa grabs it from him and they both read it.
Juno parks the Previa in the street outside the family's wooden slatted house, where the porch light illuminates a straw heart hanging on the door knocker."
1004_Juno_01.17.27.130-01.17.47.087/0007.jpg,"In the garden, she picks a crocus.","In the garden, she picks a crocus.",,"Vanessa grabs it from him and they both read it.
Juno parks the Previa in the street outside the family's wooden slatted house, where the porch light illuminates a straw heart hanging on the door knocker.
She gets out of the vehicle looking emotionally and physically exhausted."
1004_Juno_01.20.42.105-01.20.47.548/nan,"Through the slats, on Bleeker's upstairs window blinds, Juno and Leah can be seen scouring to the Previa.","Through the slats, on Someone's upstairs window blinds, People can be seen scouring to the Previa.","Bleeker
Juno and Leah","He stares at her belly.
Juno nods wryly, then her expression brightens.
Mac smiles to himself and carries on tinkering."
1004_Juno_01.21.05.712-01.21.09.977/0006.jpg,He opens the mailbox and a bunch of orange Tic Tac packs cascade onto his feet.,He opens the mailbox and a bunch of orange Tic Tac packs cascade onto his feet.,,"Mac smiles to himself and carries on tinkering.
Through the slats, on Bleeker's upstairs window blinds, Juno and Leah can be seen scouring to the Previa.
Next morning, as the track team run past his house, Bleeker comes out of the front door."
1004_Juno_01.21.10.310-01.21.11.256/0008.jpg,He grins in delight.,He grins in delight.,,"Through the slats, on Bleeker's upstairs window blinds, Juno and Leah can be seen scouring to the Previa.
Next morning, as the track team run past his house, Bleeker comes out of the front door.
He opens the mailbox and a of orange Tic Tac packs cascade onto his feet."
1004_Juno_01.21.12.412-01.21.16.567/0010.jpg,The running team sprint around the track.,The running team sprint around the track.,,"Next morning, as the track team run past his house, Bleeker comes out of the front door.
He opens the mailbox and a of orange Tic Tac packs cascade onto his feet.
He grins in delight."
1004_Juno_01.21.26.515-01.21.30.964/0007.jpg,"Smiling, he jogs.","Smiling, he jogs.",,"He grins in delight.
The running team sprint around the track.
Bleeker breaks off as he spots Juno coming towards him past a lineup a cheerleaders rehearsing their routine."
1004_Juno_01.22.44.400-01.22.48.560/0011.jpg,She places his hand on her tummy with her hands clasping his.,She places his hand on her tummy with her hands clasping his.,,"The running team sprint around the track.
Bleeker breaks off as he spots Juno coming towards him past a lineup a cheerleaders rehearsing their routine.
Smiling, he jogs to meet her."
1004_Juno_01.23.17.300-01.23.21.967/0008.jpg,"With his hands in the pockets of his brown sweatshirt, over his skimpy yellow shorts, he kisses her.","With his hands in the pockets of his brown sweatshirt, over his skimpy yellow shorts, he kisses her.",,"Smiling, he jogs to meet her.
She takes his hand and places it on her tummy with her hands clasping his.
Their eyes lock and he smiles."
1004_Juno_01.23.22.300-01.23.24.967/0003.jpg,"And standing on tiptoes, Juno cups his face.","And standing on tiptoes, Someone cups his face.",Juno,"She takes his hand and places it on her tummy with her hands clasping his.
Their eyes lock and he smiles.
With his hands in the pockets of his brown sweatshirt, over his skimpy yellow shorts, he kisses her."
1004_Juno_01.23.25.300-01.23.30.080/0011.jpg,"Leah, doing stretching exercises, grins.","Someone, doing stretching exercises, grins.",Leah,"Their eyes lock and he smiles.
With his hands in the pockets of his brown sweatshirt, over his skimpy yellow shorts, he kisses her.
And standing on tiptoes, Juno cups his face."
1004_Juno_01.23.44.191-01.23.50.617/0012.jpg,She drives a matchbox police car up over the crest of her enormous belly.,She drives a matchbox police car up over the crest of her enormous belly.,,"And standing on tiptoes, Juno cups his face.
Her secret admirer watches sullenly and Leah, doing stretching exercises, grins.
Juno gives her the finger, keeping her lips firmly stuck to Bleeker's lips."
1004_Juno_01.24.10.220-01.24.13.887/0009.jpg,Juno and Bren come out of the front door with Liberty Bell in her ballet outfit.,People come out of the front door with Someone in her ballet outfit.,"Juno and Bren
Liberty Bell","Juno gives her the finger, keeping her lips firmly stuck to Bleeker's lips.
Later, she drives a matchbox police car up over the crest of her enormous belly.
The little car slips from her grasp and she rolls her eyes."
1004_Juno_01.24.32.310-01.24.37.291/0011.jpg,"In the hospital, Leah jokingly steers Juno's wheelchair into a gown trolley.","In the hospital, Someone jokingly steers Someone's wheelchair into a gown trolley.","Leah
Juno","Later, she drives a matchbox police car up over the crest of her enormous belly.
The little car slips from her grasp and she rolls her eyes.
Mac, Juno, and Bren come hurtling out of the front door with Liberty Belly in her ballet outfit."
1004_Juno_01.25.57.940-01.25.59.555/0008.jpg,Bleeker breaks the tape.,Someone breaks the tape.,Bleeker,"In the birthing suite, Bren, Leah, and the midwife keep their eyes fixed firmly on Juno.
A squawking baby attached to his umbilical cord.
Juno takes a long look at him, then closes her eyes."
1004_Juno_01.26.14.677-01.26.23.194/0007.jpg,"In the hospital room, Mac is gently stroking Juno's hair as she lies on her side in bed.","In the hospital room, Someone is gently stroking Someone's hair as she lies on her side in bed.","Mac
Juno","Bleeker breaks the tape.
He looks round for her.
He runs up the steps of the stand and away."
1004_Juno_01.26.44.719-01.26.46.523/0006.jpg,Bleeker stands in the doorway.,Someone stands in the doorway.,Bleeker,"In the hospital room, Mac is gently stroking Juno's hair as she lies on her side in bed.
She nods sleepily.
They both turn to the door and Juno's face lights up."
1004_Juno_01.27.20.330-01.27.28.711/0007.jpg,"He lies on the bed next to Juno, wrapping his arm across her chest, cupping her hand in his.","He lies on the bed next to Someone, wrapping his arm across her chest, cupping her hand in his.",Juno,"At the doorway, he looks Bleeker straight in the eye and lightly squeezes him by the shoulders, then goes.
Bleeker comes round to the other side of the bed and pulls off his yellow sweatband.
He crawls on the bed next to Juno, wrapping his arm across her chest, cupping her hand in his."
1004_Juno_01.28.38.843-01.28.46.653/0008.jpg,Striped woolen socks and sports trainers on the bed.,Striped woolen socks and sports trainers on the bed.,,"The nurse picks the baby up and hands him to her.
Bren appears in the doorway and smiles approvingly.
Vanessa gazes into the baby's face and beams."
1004_Juno_01.28.48.650-01.28.51.560/0004.jpg,Juno smiles through her tears.,Someone smiles through her tears.,Juno,"Bren appears in the doorway and smiles approvingly.
Vanessa gazes into the baby's face and beams.
Juno, wearing her birthing gown and her striped woolen socks and Bleeker in his sports kit and trainers held up like to spoons on the bed."
1004_Juno_01.28.54.085-01.28.58.437/0001.jpg,An antique rocking chair in the baby's nursery.,An antique rocking chair in the baby's nursery.,,"Vanessa gazes into the baby's face and beams.
Juno, wearing her birthing gown and her striped woolen socks and Bleeker in his sports kit and trainers held up like to spoons on the bed.
Juno starts to smile through her tears."
1004_Juno_01.28.58.770-01.29.03.437/0010.jpg,The note Juno scribbled is mounted in a white frame on the pale yellow painted wall.,The note Someone scribbled is mounted in a white frame on the pale yellow painted wall.,Juno,"Juno, wearing her birthing gown and her striped woolen socks and Bleeker in his sports kit and trainers held up like to spoons on the bed.
Juno starts to smile through her tears.
An antique rocking chair in the baby's nursery."
1004_Juno_01.29.15.417-01.29.20.446/0001.jpg,"Sitting up in bed, her baby in her arms, she strokes the soft downy hair above his ear.","Sitting up in bed, her baby in her arms, she strokes the soft downy hair above his ear.",,"An antique rocking chair in the baby's nursery.
Above the white cup, the note Juno scribbled is mounted in a white frame on the pale yellow painted wall.
Vanessa, sitting up in bed, her baby in her arms, gazes solemnly into his upturn face."
1004_Juno_01.29.31.280-01.29.34.947/0012.jpg,Bren is sitting on the front lawn with two Weimaraner pups on her lap.,Someone is sitting on the front lawn with two Weimaraner pups on her lap.,Bren,"Vanessa, sitting up in bed, her baby in her arms, gazes solemnly into his upturn face.
She strokes the soft downy hair above his ear and cups his head in her hand.
Trees are bursting with blossom as the track team jogged down a winding path."
1004_Juno_01.29.35.280-01.29.41.330/0004.jpg,Smiling Juno pushes her bike with a guitar over her shoulder.,Smiling Someone pushes her bike with a guitar over her shoulder.,Juno,"She strokes the soft downy hair above his ear and cups his head in her hand.
Trees are bursting with blossom as the track team jogged down a winding path.
Bren is sitting on the front lawn bouncing two Weimaraner pups on her lap."
1004_Juno_01.29.42.698-01.29.52.390/0008.jpg,She rides down a quiet residential street in bright sunlight.,She rides down a quiet residential street in bright sunlight.,,"Trees are bursting with blossom as the track team jogged down a winding path.
Bren is sitting on the front lawn bouncing two Weimaraner pups on her lap.
Smiling Juno, back to her slim self, pushes her bike out onto the pavement with a guitar over her shoulder."
1004_Juno_01.30.09.560-01.30.13.160/0008.jpg,She props her bike against the front wall.,She props her bike against the front wall.,,"Bren is sitting on the front lawn bouncing two Weimaraner pups on her lap.
Smiling Juno, back to her slim self, pushes her bike out onto the pavement with a guitar over her shoulder.
She rides down a quiet residential street in bright sunlight."
1004_Juno_01.30.19.060-01.30.21.290/0010.jpg,Bleeker is sitting on the low wall with his guitar on his lap. Juno sits down facing him with her guitar.,Someone is sitting on the low wall with his guitar on his lap. Someone sits down facing him with her guitar.,"Bleeker
Juno","She rides down a quiet residential street in bright sunlight.
She arrives at Bleeker's house and props her bike against the front wall.
Bleeker is sitting on the low wall with his guitar on his lap."
1004_Juno_01.31.55.620-01.32.00.340/0012.jpg,The sit facing each other in the sunshine in front of Ms. Bleeker's gable fronted house.,The sit facing each other in the sunshine in front of Someone's gable fronted house.,Ms. Bleeker,"She arrives at Bleeker's house and props her bike against the front wall.
Bleeker is sitting on the low wall with his guitar on his lap.
Juno sits down facing him with her guitar."
1005_Signs_00.02.06.568-00.02.10.799/0003.jpg,"A set of swings and a climbing frame stand in a rural backyard, along with a picnic table and a brick barbecue.","A set of swings and a climbing frame stand in a rural backyard, along with a picnic table and a brick barbecue.",,
